Geneid	U1	U2	U3	M1	M2	M3	C1	C2	C3	G1	G2	G3
CDS:AF52_RS06485:-:MFS_transporter:cds-WP_032428534.1:-:1214:NZ_KK737549.1	12	27	48	45	30	49	25	21	46	89	68	106
CDS:AF52_RS06480:-:shikimate_dehydrogenase:cds-WP_002888460.1:-:863:NZ_KK737549.1	0	0	24	10	0	0	3	5	0	12	3	8
CDS:AF52_RS06475:-:FAD-dependent_oxidoreductase:cds-WP_004147052.1:-:2033:NZ_KK737549.1	28	35	34	30	14	19	12	26	68	111	104	108
CDS:AF52_RS06470:leuD:3-isopropylmalate_dehydratase_small_subunit:cds-WP_002888481.1:-:605:NZ_KK737549.1	138	73	109	143	66	183	489	830	955	119	66	115
CDS:AF52_RS06465:leuC:3-isopropylmalate_dehydratase_large_subunit:cds-WP_021441196.1:-:1400:NZ_KK737549.1	118	50	81	131	61	78	518	616	631	67	93	178
CDS:AF52_RS06460:leuB:3-isopropylmalate_dehydrogenase:cds-WP_002888487.1:-:1091:NZ_KK737549.1	88	102	48	227	91	178	646	819	640	346	366	558
CDS:AF52_RS06455:leuA:2-isopropylmalate_synthase:cds-WP_023287248.1:-:1571:NZ_KK737549.1	182	121	166	342	152	293	1161	1232	1333	863	693	1052
CDS:AF52_RS25975:leuL:leu_operon_leader_peptide:cds-WP_004222662.1:-:86:NZ_KK737549.1	83	71	68	84	74	132	254	288	265	426	559	618
CDS:AF52_RS06450:leuO:transcriptional_regulator_LeuO:cds-WP_148673689.1:+:968:NZ_KK737549.1	17	35	32	47	6	23	52	93	87	90	110	132
CDS:AF52_RS06445:ilvI:acetolactate_synthase_3_large_subunit:cds-WP_002888534.1:+:1724:NZ_KK737549.1	245	105	115	163	124	224	257	222	235	272	275	497
CDS:AF52_RS06440:ilvN:acetolactate_synthase_small_subunit:cds-WP_002888536.1:+:491:NZ_KK737549.1	126	202	173	165	128	201	143	302	168	134	150	170
CDS:AF52_RS06435:cra:catabolite_repressor/activator:cds-WP_004145952.1:+:1004:NZ_KK737549.1	1323	679	1027	1123	815	1472	960	1319	1242	2686	2720	3900
CDS:AF52_RS06430:mraZ:division/cell_wall_cluster_transcriptional_repressor_MraZ:cds-WP_002888541.1:+:458:NZ_KK737549.1	2094	1024	2010	2032	947	1959	771	643	703	2480	2037	2840
CDS:AF52_RS06425:rsmH:16S_rRNA_cytosine1402-N4-methyltransferase_RsmH:cds-WP_002888547.1:+:941:NZ_KK737549.1	2059	1474	1798	2292	1171	2417	956	1062	1025	2687	2195	3628
CDS:AF52_RS06420:ftsL:cell_division_protein_FtsL:cds-WP_002888550.1:+:365:NZ_KK737549.1	941	611	909	1054	729	1309	389	581	434	687	558	957
CDS:AF52_RS06415:-:peptidoglycan_glycosyltransferase_FtsI:cds-WP_032430210.1:+:1766:NZ_KK737549.1	4174	2327	3033	4090	2879	4590	1658	2363	1780	1592	1436	2348
CDS:AF52_RS06410:murE:UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate_ligase:cds-WP_004182923.1:+:1487:NZ_KK737549.1	2472	1521	2231	2838	1569	2983	1041	956	909	185	194	232
CDS:AF52_RS06405:murF:UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase:cds-WP_004177411.1:+:1358:NZ_KK737549.1	2865	1431	2461	2370	1369	2833	850	853	854	39	50	93
CDS:AF52_RS06400:mraY:phospho-N-acetylmuramoyl-pentapeptide-transferase:cds-WP_002888562.1:+:1082:NZ_KK737549.1	1689	919	1567	1589	868	1973	550	675	640	76	101	112
CDS:AF52_RS06395:murD:UDP-N-acetylmuramoyl-L-alanine--D-glutamate_ligase:cds-WP_004151364.1:+:1316:NZ_KK737549.1	2087	986	1606	1675	921	2106	663	627	570	79	47	101
CDS:AF52_RS06390:ftsW:cell_division_protein_FtsW:cds-WP_002888565.1:+:1274:NZ_KK737549.1	1989	1200	1785	1905	905	2124	447	639	458	180	85	339
CDS:AF52_RS06385:murG:undecaprenyldiphospho-muramoylpentapeptide_beta-N-acetylglucosaminyltransferase:cds-WP_002888566.1:+:1070:NZ_KK737549.1	1838	1090	1836	1754	945	2026	450	445	430	427	267	545
CDS:AF52_RS06380:murC:UDP-N-acetylmuramate--L-alanine_ligase:cds-WP_004145947.1:+:1475:NZ_KK737549.1	2472	1426	2308	2050	1246	2508	404	628	542	487	320	705
CDS:AF52_RS06375:-:D-alanine--D-alanine_ligase:cds-WP_002888623.1:+:920:NZ_KK737549.1	1214	641	1184	935	856	1146	249	271	340	242	245	244
CDS:AF52_RS06370:ftsQ:cell_division_protein_FtsQ:cds-WP_002888624.1:+:830:NZ_KK737549.1	1346	528	1240	1239	617	1240	148	305	304	162	178	309
CDS:AF52_RS06365:ftsA:cell_division_protein_FtsA:cds-WP_002888625.1:+:1262:NZ_KK737549.1	2214	1065	1989	2045	1318	2479	501	551	462	882	653	1018
CDS:AF52_RS06360:ftsZ:cell_division_protein_FtsZ:cds-WP_002888628.1:+:1151:NZ_KK737549.1	2735	1823	2652	2874	1855	3221	531	708	719	2316	2399	3550
CDS:AF52_RS06355:lpxC:UDP-3-O-acyl-N-acetylglucosamine_deacetylase:cds-WP_032430211.1:+:917:NZ_KK737549.1	12607	6525	10855	10787	5824	12139	5275	8157	7629	15094	13536	20315
CDS:AF52_RS06350:secM:secA_regulator_SecM:cds-WP_004152922.1:+:503:NZ_KK737549.1	4008	2080	3255	2720	1818	3117	881	972	999	6551	5379	8395
CDS:AF52_RS06345:secA:preprotein_translocase_subunit_SecA:cds-WP_002888638.1:+:2705:NZ_KK737549.1	6289	3535	5709	5519	3059	6060	1523	2326	1958	1886	1659	2355
CDS:AF52_RS06340:mutT:8-oxo-dGTP_diphosphatase_MutT:cds-WP_004145942.1:+:392:NZ_KK737549.1	563	261	381	393	201	400	90	155	158	100	103	171
CDS:AF52_RS06335:yacG:DNA_gyrase_inhibitor_YacG:cds-WP_002888644.1:-:194:NZ_KK737549.1	211	81	159	114	136	188	127	179	246	70	65	102
CDS:AF52_RS06330:zapD:cell_division_protein_ZapD:cds-WP_004178596.1:-:743:NZ_KK737549.1	344	194	197	290	233	315	260	392	426	250	273	357
CDS:AF52_RS06325:coaE:dephospho-CoA_kinase:cds-WP_002888649.1:-:620:NZ_KK737549.1	203	202	217	322	129	341	133	221	235	479	362	754
CDS:AF52_RS06320:-:GMP_reductase:cds-WP_004145938.1:+:1043:NZ_KK737549.1	2029	1295	1783	1761	843	2072	416	685	665	1303	1020	1539
CDS:AF52_RS06315:hofC:protein_transport_protein_HofC:cds-WP_021441203.1:-:1205:NZ_KK737549.1	24	10	18	19	12	8	0	5	11	23	11	22
CDS:AF52_RS06310:gspE:type_II_secretion_system_protein_GspE:cds-WP_004145935.1:-:1385:NZ_KK737549.1	38	21	10	19	0	21	8	10	2	22	15	48
CDS:AF52_RS06305:ppdD:prepilin_peptidase-dependent_pilin:cds-WP_002888683.1:-:431:NZ_KK737549.1	39	15	43	35	4	34	8	2	22	26	13	47
CDS:AF52_RS06300:nadC:carboxylating_nicotinate-nucleotide_diphosphorylase:cds-WP_002888684.1:-:893:NZ_KK737549.1	988	677	799	1107	695	1142	421	680	465	1273	1197	1622
CDS:AF52_RS06295:ampD:1%2C6-anhydro-N-acetylmuramyl-L-alanine_amidase_AmpD:cds-WP_002888692.1:+:563:NZ_KK737549.1	538	308	456	502	200	399	99	180	148	404	391	533
CDS:AF52_RS06290:ampE:beta-lactamase_regulator_AmpE:cds-WP_002888694.1:+:854:NZ_KK737549.1	341	242	276	625	257	532	155	179	100	265	245	431
CDS:AF52_RS06285:-:family_43_glycosylhydrolase:cds-WP_021441204.1:-:950:NZ_KK737549.1	110	60	72	57	59	99	44	51	35	120	136	172
CDS:AF52_RS06280:-:MFS_transporter:cds-WP_032428537.1:-:1406:NZ_KK737549.1	70	39	84	74	19	30	46	32	28	210	185	278
CDS:AF52_RS06275:aroP:aromatic_amino_acid_transporter_AroP:cds-WP_004147090.1:-:1370:NZ_KK737549.1	611	292	502	368	194	449	73	77	103	943	764	1257
CDS:AF52_RS06270:pdhR:pyruvate_dehydrogenase_complex_transcriptional_repressor_PdhR:cds-WP_002888699.1:+:779:NZ_KK737549.1	17373	10368	15963	11965	6538	13694	4301	5308	4686	2177	2376	3301
CDS:AF52_RS06265:aceE:pyruvate_dehydrogenase_acetyl-transferring%2C_homodimeric_type:cds-WP_032430213.1:+:2663:NZ_KK737549.1	28925	15535	22823	25218	13280	31527	9748	10991	10230	2125	1986	2929
CDS:AF52_RS06260:aceF:pyruvate_dehydrogenase_complex_dihydrolipoyllysine-residue_acetyltransferase:cds-WP_021441205.1:+:1898:NZ_KK737549.1	23583	12917	20327	22422	11900	26747	6925	9036	8969	765	615	1077
CDS:AF52_RS06255:lpdA:dihydrolipoyl_dehydrogenase:cds-WP_002888731.1:+:1424:NZ_KK737549.1	16724	8374	15254	14622	8136	15809	4957	7673	7429	17947	15961	23447
CDS:AF52_RS06250:-:hypothetical_protein:cds-WP_004177403.1:+:284:NZ_KK737549.1	101	49	144	67	39	62	6	47	33	95	92	165
CDS:AF52_RS06245:-:DUF2950_family_protein:cds-WP_002888733.1:-:806:NZ_KK737549.1	64	43	46	88	93	108	4	0	3	55	36	27
CDS:AF52_RS06240:-:DUF3300_domain-containing_protein:cds-WP_032430214.1:-:1610:NZ_KK737549.1	86	35	130	146	98	250	25	2	8	139	110	134
CDS:AF52_RS06235:acnB:bifunctional_aconitate_hydratase_2/2-methylisocitrate_dehydratase:cds-WP_002888735.1:+:2597:NZ_KK737549.1	5480	3051	4516	6119	2986	6927	293	286	193	9559	8242	13453
CDS:AF52_RS06230:-:YacL_family_protein:cds-WP_002888737.1:+:362:NZ_KK737549.1	198	76	164	191	118	183	46	43	66	221	248	321
CDS:AF52_RS06225:speD:adenosylmethionine_decarboxylase:cds-WP_002888739.1:-:794:NZ_KK737549.1	2410	986	1765	1328	647	1379	97	204	273	107	124	227
CDS:AF52_RS06220:speE:polyamine_aminopropyltransferase:cds-WP_002888741.1:-:860:NZ_KK737549.1	915	497	996	616	296	811	88	76	91	1476	1318	1893
CDS:AF52_RS28055:-:FKBP-type_peptidyl-prolyl_cis-trans_isomerase:cds-WP_072072754.1:-:1193:NZ_KK737549.1	259	181	207	155	138	69	3	13	22	26	46	84
CDS:AF52_RS28060:-:peptidylprolyl_isomerase:cds-AF52_RS28060:-:239:NZ_KK737549.1	19	24	12	15	11	7	1	4	6	17	15	2
CDS:AF52_RS06210:-:hypothetical_protein:cds-WP_002888804.1:-:410:NZ_KK737549.1	301	129	270	234	125	153	54	69	40	991	638	1265
CDS:AF52_RS06205:-:YacC_family_pilotin-like_protein:cds-WP_002888808.1:-:347:NZ_KK737549.1	4804	2511	3698	2167	1178	2548	141	270	304	3046	2789	4842
CDS:AF52_RS06200:cueO:multicopper_oxidase_CueO:cds-WP_032430215.1:+:1598:NZ_KK737549.1	259	93	196	318	164	467	1	37	24	411	350	464
CDS:AF52_RS06195:-:glucose/quinate/shikimate_family_membrane-bound_PQQ-dependent_dehydrogenase:cds-WP_002888816.1:-:2390:NZ_KK737549.1	1083	582	846	1138	690	1145	559	715	929	451	445	608
CDS:AF52_RS28065:-:hypothetical_protein:cds-WP_012542835.1:+:119:NZ_KK737549.1	37	19	27	16	33	19	22	21	37	50	63	92
CDS:AF52_RS06190:hpt:hypoxanthine_phosphoribosyltransferase:cds-WP_002888819.1:+:536:NZ_KK737549.1	966	427	628	641	383	719	584	778	777	936	892	1260
CDS:AF52_RS06185:can:carbonate_dehydratase:cds-WP_002888821.1:-:662:NZ_KK737549.1	451	269	371	470	214	451	41	116	62	553	451	745
CDS:AF52_RS06180:-:ABC_transporter_ATP-binding_protein:cds-WP_002888823.1:+:926:NZ_KK737549.1	332	203	225	330	138	292	245	140	136	495	456	608
CDS:AF52_RS06175:-:ABC_transporter_permease:cds-WP_004204389.1:+:770:NZ_KK737549.1	851	316	615	621	509	776	228	344	336	449	428	700
CDS:AF52_RS06170:-:PTS_sugar_transporter_subunit_IIA:cds-WP_023282187.1:+:440:NZ_KK737549.1	239	110	144	183	137	127	30	32	46	234	220	407
CDS:AF52_RS06165:-:polysaccharide_deacetylase_family_protein:cds-WP_004145907.1:+:1253:NZ_KK737549.1	565	291	443	272	156	456	160	241	166	730	585	949
CDS:AF52_RS06160:panD:aspartate_1-decarboxylase:cds-WP_002888834.1:-:380:NZ_KK737549.1	1286	826	932	1203	906	1686	345	492	513	1583	1297	2162
CDS:AF52_RS06155:panC:pantoate--beta-alanine_ligase:cds-WP_002888835.1:-:854:NZ_KK737549.1	899	549	806	780	432	943	186	208	228	1086	968	1332
CDS:AF52_RS06150:panB:3-methyl-2-oxobutanoate_hydroxymethyltransferase:cds-WP_002888841.1:-:791:NZ_KK737549.1	593	378	530	612	294	468	152	142	82	1158	738	1324
CDS:AF52_RS06145:folK:2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_diphosphokinase:cds-WP_004145905.1:-:479:NZ_KK737549.1	3246	1369	3233	2409	1263	2683	475	465	603	245	266	492
CDS:AF52_RS06140:pcnB:polynucleotide_adenylyltransferase_PcnB:cds-WP_071526609.1:-:1394:NZ_KK737549.1	3925	2061	2905	2749	1789	3488	997	1316	786	2575	2213	3919
CDS:AF52_RS06135:gluQRS:tRNA_glutamyl-Q34_synthetase_GluQRS:cds-WP_021441212.1:-:881:NZ_KK737549.1	2515	1089	2186	2333	1019	2343	452	591	547	4507	3755	6991
CDS:AF52_RS06130:dksA:RNA_polymerase-binding_protein_DksA:cds-WP_002888845.1:-:455:NZ_KK737549.1	5696	2909	4973	6114	2900	6369	2486	3462	2808	17646	13967	25716
CDS:AF52_RS06125:sfsA:DNA/RNA_nuclease_SfsA:cds-WP_032430216.1:-:716:NZ_KK737549.1	340	309	509	378	177	535	187	146	168	593	547	750
CDS:AF52_RS06120:thpR:RNA_2%2C3-cyclic_phosphodiesterase:cds-WP_004145901.1:-:536:NZ_KK737549.1	193	120	145	118	53	190	61	78	63	295	347	498
CDS:AF52_RS06115:hrpB:ATP-dependent_helicase_HrpB:cds-WP_023282188.1:+:2429:NZ_KK737549.1	715	363	733	715	352	869	405	506	542	588	543	817
CDS:AF52_RS06110:-:prepilin_peptidase:cds-WP_021441214.1:-:800:NZ_KK737549.1	38	16	43	2	26	13	0	0	0	3	2	42
CDS:AF52_RS06105:-:type_II_secretion_system_protein_N:cds-WP_021441215.1:-:746:NZ_KK737549.1	18	18	15	18	7	8	1	2	0	0	10	1
CDS:AF52_RS06100:-:type_II_secretion_system_protein_M:cds-WP_004151943.1:-:485:NZ_KK737549.1	8	9	13	4	0	7	1	1	0	0	1	0
CDS:AF52_RS06095:gspL:type_II_secretion_system_protein_GspL:cds-WP_021441216.1:-:1193:NZ_KK737549.1	25	20	33	7	6	14	0	0	0	0	0	0
CDS:AF52_RS06090:gspK:type_II_secretion_system_minor_pseudopilin_GspK:cds-WP_004183041.1:-:986:NZ_KK737549.1	15	31	45	1	4	23	0	0	0	3	0	2
CDS:AF52_RS06085:gspJ:type_II_secretion_system_minor_pseudopilin_GspJ:cds-WP_032428541.1:-:596:NZ_KK737549.1	24	19	14	21	0	7	0	0	0	0	0	3
CDS:AF52_RS06080:gspI:type_II_secretion_system_minor_pseudopilin_GspI:cds-WP_002889025.1:-:365:NZ_KK737549.1	25	6	10	21	1	9	2	0	10	0	0	8
CDS:AF52_RS06075:gspH:type_II_secretion_system_minor_pseudopilin_GspH:cds-WP_021441218.1:-:509:NZ_KK737549.1	25	20	20	26	9	22	9	0	2	2	4	2
CDS:AF52_RS06070:gspG:type_II_secretion_system_major_pseudopilin_GspG:cds-WP_002889054.1:-:422:NZ_KK737549.1	8	7	8	4	0	4	0	0	0	17	7	2
CDS:AF52_RS06065:gspF:type_II_secretion_system_inner_membrane_protein_GspF:cds-WP_004177382.1:-:1214:NZ_KK737549.1	43	29	148	70	21	49	0	2	0	78	27	73
CDS:AF52_RS06060:gspE:type_II_secretion_system_ATPase_GspE:cds-WP_004145888.1:-:1493:NZ_KK737549.1	50	33	87	30	17	11	6	18	0	21	9	14
CDS:AF52_RS06055:gspD:GspD_family_T2SS_secretin_variant_PulD:cds-WP_032430217.1:-:1973:NZ_KK737549.1	83	64	86	2	11	39	22	1	15	22	58	62
CDS:AF52_RS06050:gspC:type_II_secretion_system_protein_GspC:cds-WP_004177377.1:-:842:NZ_KK737549.1	63	43	25	0	0	15	3	0	0	105	16	61
CDS:AF52_RS28070:-:hypothetical_protein:cds-WP_004219434.1:-:137:NZ_KK737549.1	9	0	5	0	0	0	0	0	0	5	2	4
CDS:AF52_RS06045:pulA:pullulanase-type_alpha-1%2C6-glucosidase:cds-WP_023286046.1:+:3308:NZ_KK737549.1	225	173	220	61	63	87	11	28	25	131	79	213
CDS:AF52_RS06040:gspB:type_II_secretion_system_assembly_factor_GspB:cds-WP_021441221.1:+:557:NZ_KK737549.1	25	22	24	36	3	22	5	3	3	70	34	51
CDS:AF52_RS0124400:gspS:type_II_secretion_system_pilot_lipoprotein_GspS:cds-WP_004194926.1:-:374:NZ_KK737549.1	130	87	90	73	19	97	23	75	47	1126	836	1642
CDS:AF52_RS28075:-:hypothetical_protein:cds-WP_004147125.1:-:134:NZ_KK737549.1	12	3	5	5	0	5	2	5	1	77	59	116
CDS:AF52_RS06035:mrcB:bifunctional_glycosyl_transferase/transpeptidase:cds-WP_002889208.1:+:2552:NZ_KK737549.1	1839	977	1700	2314	1441	3333	1576	1714	2005	1862	1510	2516
CDS:AF52_RS06030:fhuA:ferrichrome_porin_FhuA:cds-WP_004178624.1:+:2207:NZ_KK737549.1	2599	1315	2452	2292	1470	2605	96	56	80	1039	698	1318
CDS:AF52_RS06025:fhuC:Fe3+-hydroxamate_ABC_transporter_ATP-binding_protein_FhuC:cds-WP_002889212.1:+:797:NZ_KK737549.1	653	474	685	610	374	718	29	17	7	83	62	90
CDS:AF52_RS06020:fhuD:Fe3+-hydroxamate_ABC_transporter_substrate-binding_protein_FhuD:cds-WP_004178627.1:+:890:NZ_KK737549.1	324	184	305	288	142	256	16	10	4	12	44	33
CDS:AF52_RS06015:fhuB:Fe3+-hydroxamate_ABC_transporter_permease_FhuB:cds-WP_032430218.1:+:1982:NZ_KK737549.1	776	427	582	647	369	809	37	61	34	140	152	326
CDS:AF52_RS06010:hemL:glutamate-1-semialdehyde_2%2C1-aminomutase:cds-WP_002889272.1:-:1280:NZ_KK737549.1	702	358	603	675	310	824	238	556	427	1076	864	1547
CDS:AF52_RS06005:clcA:H+/Cl-_exchange_transporter_ClcA:cds-WP_004151932.1:+:1418:NZ_KK737549.1	363	188	371	338	174	376	89	111	79	761	563	1094
CDS:AF52_RS06000:erpA:iron-sulfur_cluster_insertion_protein_ErpA:cds-WP_002889275.1:+:344:NZ_KK737549.1	1010	562	743	721	433	803	395	555	499	4297	3896	4994
CDS:AF52_RS05995:-:TRIC_cation_channel_family_protein:cds-WP_002889277.1:-:623:NZ_KK737549.1	549	308	551	451	272	535	337	291	316	681	539	910
CDS:AF52_RS05990:btuF:vitamin_B12_ABC_transporter_substrate-binding_protein_BtuF:cds-WP_002889279.1:-:800:NZ_KK737549.1	780	406	701	669	434	1015	667	972	875	890	765	1494
CDS:AF52_RS05985:mtnN:5-methylthioadenosine/S-adenosylhomocysteine_nucleosidase:cds-WP_002889282.1:-:698:NZ_KK737549.1	870	595	983	869	555	1294	993	1350	1170	1535	1483	2210
CDS:AF52_RS05980:dgt:dGTPase:cds-WP_004145871.1:+:1514:NZ_KK737549.1	133	238	171	142	135	208	107	71	145	436	362	490
CDS:AF52_RS05975:degP:serine_endoprotease_DegP:cds-WP_004177363.1:+:1433:NZ_KK737549.1	3575	1519	3166	11960	7196	12202	552	630	691	46582	39793	65576
CDS:AF52_RS05970:cdaR:DNA-binding_transcriptional_regulator_CdaR:cds-WP_002889289.1:+:1157:NZ_KK737549.1	125	68	92	124	124	118	17	24	53	693	597	824
CDS:AF52_RS05965:-:DUF3461_family_protein:cds-WP_002889292.1:-:386:NZ_KK737549.1	1086	556	911	854	654	1201	488	737	649	1838	1410	2536
CDS:AF52_RS05960:dapD:2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate_N-succinyltransferase:cds-WP_002889295.1:-:824:NZ_KK737549.1	2294	1246	2248	1951	1195	2570	1598	2068	1952	3408	2981	4864
CDS:AF52_RS05955:glnD:bifunctional_uridylyltransferase/uridylyl-removing_protein_GlnD:cds-WP_004151931.1:-:2663:NZ_KK737549.1	967	475	871	773	388	766	391	544	345	639	763	933
CDS:AF52_RS05950:map:type_I_methionyl_aminopeptidase:cds-WP_004177362.1:-:794:NZ_KK737549.1	1416	918	1334	1338	500	1537	633	940	962	780	865	1236
CDS:AF52_RS05945:rpsB:30S_ribosomal_protein_S2:cds-WP_002889299.1:+:725:NZ_KK737549.1	28661	13994	25085	21687	9889	23245	14046	23117	21748	49374	43737	75302
CDS:AF52_RS05940:tsf:elongation_factor_Ts:cds-WP_004151930.1:+:851:NZ_KK737549.1	15112	9420	14679	12057	6538	15005	7437	16217	13078	18246	16924	23619
CDS:AF52_RS05935:pyrH:UMP_kinase:cds-WP_002889306.1:+:725:NZ_KK737549.1	2450	1344	2065	2326	1383	2744	582	800	766	1631	1343	1965
CDS:AF52_RS05930:frr:ribosome_recycling_factor:cds-WP_002889308.1:+:557:NZ_KK737549.1	2956	1881	2456	2651	1641	3157	1076	1846	1636	3854	3254	5351
CDS:AF52_RS05925:ispC:1-deoxy-D-xylulose-5-phosphate_reductoisomerase:cds-WP_004178642.1:+:1202:NZ_KK737549.1	1773	1248	1694	2037	1253	2397	679	859	686	1325	1288	2025
CDS:AF52_RS05920:ispU:2E%2C6E-farnesyl-diphosphate-specific_ditrans%2Cpolycis-undecaprenyl-diphosphate_synthase:cds-WP_002889316.1:+:758:NZ_KK737549.1	2104	1226	1816	1612	953	1652	375	718	514	1654	1657	2171
CDS:AF52_RS05915:cdsA:phosphatidate_cytidylyltransferase:cds-WP_032430220.1:+:857:NZ_KK737549.1	2504	1295	2105	1913	1215	2102	477	786	665	1747	1932	2346
CDS:AF52_RS05910:rseP:sigma_E_protease_regulator_RseP:cds-WP_004177358.1:+:1352:NZ_KK737549.1	3725	2125	3242	3442	2064	3281	769	1248	896	4508	3642	5087
CDS:AF52_RS05905:bamA:outer_membrane_protein_assembly_factor_BamA:cds-WP_004145860.1:+:2429:NZ_KK737549.1	7901	3952	7311	8039	4192	8293	2216	2605	2507	8403	7992	11357
CDS:AF52_RS05900:skp:molecular_chaperone_Skp:cds-WP_004178645.1:+:485:NZ_KK737549.1	1749	1175	1820	1669	908	2161	532	708	621	908	757	1043
CDS:AF52_RS05895:lpxD:UDP-3-O-3-hydroxymyristoylglucosamine_N-acyltransferase:cds-WP_002889327.1:+:1025:NZ_KK737549.1	4599	2384	4388	3999	2192	5156	1176	1400	1233	1649	1586	2451
CDS:AF52_RS05890:fabZ:3-hydroxyacyl-ACP_dehydratase_FabZ:cds-WP_004145858.1:+:455:NZ_KK737549.1	1360	712	1323	1363	632	1276	370	484	551	895	758	1339
CDS:AF52_RS05885:lpxA:acyl-ACP--UDP-N-acetylglucosamine_O-acyltransferase:cds-WP_004178647.1:+:788:NZ_KK737549.1	3063	1816	2562	2939	1574	3159	1179	1630	1515	1954	1802	2685
CDS:AF52_RS05880:lpxB:lipid-A-disaccharide_synthase:cds-WP_002889374.1:+:1151:NZ_KK737549.1	5277	2680	3949	3931	2498	4825	903	1359	1265	952	1236	1290
CDS:AF52_RS05875:rnhB:ribonuclease_HII:cds-WP_021441229.1:+:599:NZ_KK737549.1	1067	607	1002	906	477	916	135	206	180	79	65	139
CDS:AF52_RS05870:dnaE:DNA_polymerase_III_subunit_alpha:cds-WP_004177353.1:+:3482:NZ_KK737549.1	3816	1953	3585	3074	1921	3402	501	594	496	557	587	861
CDS:AF52_RS05865:accA:acetyl-CoA_carboxylase_carboxyl_transferase_subunit_alpha:cds-WP_004145855.1:+:959:NZ_KK737549.1	2718	1469	2428	2067	1143	2759	304	544	579	1397	1360	1923
CDS:AF52_RS05860:-:lysine_decarboxylase_LdcC:cds-WP_021441230.1:+:2153:NZ_KK737549.1	567	324	337	516	263	743	250	308	257	678	464	783
CDS:AF52_RS05855:-:VOC_family_protein:cds-WP_021441231.1:+:389:NZ_KK737549.1	736	519	591	987	542	1344	166	350	289	739	514	1049
CDS:AF52_RS05850:tilS:tRNA_lysidine34_synthetase_TilS:cds-WP_009309280.1:+:1313:NZ_KK737549.1	1381	584	1028	1672	1024	2095	206	222	239	775	680	1271
CDS:AF52_RS05845:rof:Rho-binding_antiterminator:cds-WP_002889424.1:-:260:NZ_KK737549.1	1187	626	973	1246	922	994	620	1175	1003	2901	2526	3735
CDS:AF52_RS05840:-:YaeP_family_protein:cds-WP_002889429.1:-:200:NZ_KK737549.1	318	205	230	243	157	234	100	167	173	565	500	755
CDS:AF52_RS05835:-:YaeQ_family_protein:cds-WP_009309281.1:+:545:NZ_KK737549.1	171	147	215	178	141	364	55	91	97	516	554	866
CDS:AF52_RS05830:arfB:aminoacyl-tRNA_hydrolase:cds-WP_002889433.1:+:413:NZ_KK737549.1	208	100	136	155	107	353	78	133	55	467	395	572
CDS:AF52_RS05825:nlpE:envelope_stress_response_activation_lipoprotein_NlpE:cds-WP_002889435.1:+:698:NZ_KK737549.1	532	224	517	625	358	757	179	256	196	1438	1561	1932
CDS:AF52_RS05820:-:YaeF_family_permuted_papain-like_enzyme:cds-WP_004212714.1:-:842:NZ_KK737549.1	453	222	385	300	152	439	83	135	89	136	102	174
CDS:AF52_RS05815:proS:proline--tRNA_ligase:cds-WP_004151928.1:-:1718:NZ_KK737549.1	4194	1970	3639	4041	2217	4714	1795	3321	2825	2863	2421	3954
CDS:AF52_RS05810:tsaA:tRNA_N6-threonylcarbamoyladenosine37-N6-methyltransferase_TrmO:cds-WP_032430223.1:-:707:NZ_KK737549.1	2974	1660	2354	2519	1398	2356	937	1382	1085	3085	2820	4528
CDS:AF52_RS05805:rcsF:Rcs_stress_response_system_protein_RcsF:cds-WP_002889443.1:-:407:NZ_KK737549.1	704	247	634	643	349	740	305	444	533	2373	1948	3408
CDS:AF52_RS05800:metQ:methionine_ABC_transporter_substrate-binding_lipoprotein_MetQ:cds-WP_002889445.1:-:815:NZ_KK737549.1	1021	507	960	788	414	926	419	602	541	489	497	933
CDS:AF52_RS05795:metI:methionine_ABC_transporter_permease_MetI:cds-WP_002889448.1:-:653:NZ_KK737549.1	264	131	309	226	181	313	119	133	145	273	228	238
CDS:AF52_RS05790:metN:methionine_ABC_transporter_ATP-binding_protein_MetN:cds-WP_002889450.1:-:1031:NZ_KK737549.1	334	175	485	316	105	310	102	322	261	1051	831	1160
CDS:AF52_RS05785:gmhB:D-glycero-beta-D-manno-heptose_1%2C7-bisphosphate_7-phosphatase:cds-WP_002889452.1:+:566:NZ_KK737549.1	300	210	229	170	170	286	167	233	160	194	270	350
CDS:AF52_RS05750:dkgB:2%2C5-didehydrogluconate_reductase_DkgB:cds-WP_012737430.1:+:803:NZ_KK737549.1	756	375	596	383	223	408	95	110	76	507	534	821
CDS:AF52_RS05745:-:LysR_family_transcriptional_regulator:cds-WP_002889616.1:-:905:NZ_KK737549.1	155	77	104	131	57	142	13	9	4	345	289	439
CDS:AF52_RS05740:-:MFS_transporter:cds-WP_021441232.1:+:1184:NZ_KK737549.1	14	16	11	13	5	25	9	6	2	55	71	58
CDS:AF52_RS05735:-:endonuclease/exonuclease/phosphatase_family_protein:cds-WP_002889629.1:+:797:NZ_KK737549.1	300	193	417	557	202	537	59	70	34	834	789	1397
